train_no,train_name,distance,source_station_name,departure_time,day_of_departure,destination_station_name,arrival_time,day_of_arrival
12232,CDG - LKO EX,11007,CHANDIGARH,14:30:00,Sunday,LUCKNOW JN.,14:25:00,Tuesday
12235,GHY-NDLS RAJ,29100,DIBRUGARH,17:30:00,Friday,NEW DELHI,17:28:00,Friday
12236,NDLS-GHY RAJ,41006,NEW DELHI,18:47:00,Saturday,DIBRUGARH,18:45:00,Monday
12237,BSB-JAT EXP.,433,VARANASI JN.,19:25:00,Saturday,JAMMU TAWI,19:20:00,Monday
12238,JAT-BSB EXP.,452,JAMMU TAWI,20:00:00,Thursday,VARANASI JN.,19:50:00,Saturday
12239,JAIPUR DURON,875,MUMBAI CENTRAL,02:35:00,Tuesday,JAIPUR JN.,02:05:00,Tuesday
12240,JP BCT DURON,893,JAIPUR JN.,03:05:00,Saturday,MUMBAI CENTRAL,03:03:00,Monday
12241,CDG-ASR SUPE,110076,CHANDIGARH,05:24:00,Thursday,AMRITSAR JN.,05:22:00,Saturday
12242,ASR-CDG SUPE,1226,AMRITSAR JN.,08:00:00,Saturday,CHANDIGARH,07:50:00,Monday
12243,MAS-CBE SHAT,148100,CHENNAI CENTRAL,11:02:00,Tuesday,COIMBATORE  JN.,11:00:00,Tuesday
12244,CBE-MAS  SHA,1656,COIMBATORE  JN.,15:20:00,Friday,CHENNAI CENTRAL,15:20:00,Friday
12245,HWH - YPR WE,100,HOWRAH JN.,18:20:00,Tuesday,YESVANTPUR JN.,18:20:00,Tuesday
12246,YPR - HWH WE,175,YESVANTPUR JN.,21:42:00,Saturday,HOWRAH JN.,21:40:00,Monday
12247,BDTS NZM YUV,429,BANDRA TERMINUS,01:45:00,Thursday,HAZRAT NIZAMUDDIN JN,01:35:00,Saturday
12248,NZM  BDTS  Y,579,HAZRAT NIZAMUDDIN JN,04:03:00,Tuesday,BANDRA TERMINUS,04:01:00,Tuesday
12249,HWH-ANVT YUV,762,HOWRAH JN.,07:42:00,Wednesday,ANAND VIHAR TERMINAL,07:40:00,Friday
12250,ANVT-HWH YUV,78100,ANAND VIHAR TERMINAL,08:45:00,Saturday,HOWRAH JN.,08:15:00,Monday
12251,WAINGANGA EX,121003,YESVANTPUR JN.,15:15:00,Thursday,KORBA,15:05:00,Saturday
12252,WAINGANGA EX,1222,KORBA,15:50:00,Saturday,YESVANTPUR JN.,15:45:00,Monday
12253,YPR-BGP ANGA,1249,YESVANTPUR JN.,16:20:00,Thursday,BHAGALPUR,16:15:00,Saturday
12254,BGP-YPR ANGA,1365,BHAGALPUR,18:40:00,Tuesday,YESVANTPUR JN.,18:38:00,Tuesday
12257,YPR-KCVL EXP,1548,YESVANTPUR JN.,21:25:00,Friday,KOCHUVELI,21:20:00,Friday
12258,KCVL-YPR EXP,1656,KOCHUVELI,23:30:00,Wednesday,YESVANTPUR JN.,23:30:00,Friday
12259,NDLS DURONTO,100,SEALDAH,10:45:00,Tuesday,NEW DELHI,10:45:00,Tuesday
12260,SDAH DURONTO,77,NEW DELHI,12:20:00,Tuesday,SEALDAH,12:05:00,Tuesday
12261,CSMT-HWH DUR,161,CST-MUMBAI,14:00:00,Thursday,HOWRAH JN.,13:57:00,Saturday
12262,HWH-CSMT DUR,272,HOWRAH JN.,16:00:00,Sunday,CST-MUMBAI,15:59:00,Tuesday
12263,PUNE-NZM DUR,31100,PUNE JN.,17:25:00,Thursday,HAZRAT NIZAMUDDIN JN,17:20:00,Saturday
12264,NZM-PUNE DUR,494,HAZRAT NIZAMUDDIN JN,19:50:00,Thursday,PUNE JN.,19:40:00,Saturday
12265,DEE-JAT DURO,639,DELHI-SARAI ROHILLA,21:50:00,Saturday,JAMMU TAWI,21:47:00,Monday
12266,JAT-DEE,718,JAMMU TAWI,23:10:00,Saturday,DELHI-SARAI ROHILLA,23:05:00,Monday
12267,ADI DURONTO,813,MUMBAI CENTRAL,00:35:00,Sunday,AHMEDABAD,00:32:00,Tuesday
12268,BCT DURONTO,892,AHMEDABAD,02:05:00,Sunday,MUMBAI CENTRAL,01:55:00,Tuesday
12269,MAS-NZM DURA,110022,CHENNAI CENTRAL,04:08:00,Wednesday,HAZRAT NIZAMUDDIN JN,04:06:00,Friday
12270,NZM-MAS DURA,1156,HAZRAT NIZAMUDDIN JN,06:20:00,Friday,CHENNAI CENTRAL,06:15:00,Friday
12273,HWH NDLS DUR,119100,HOWRAH JN.,07:05:00,Sunday,NEW DELHI,06:55:00,Tuesday
12274,HWH DURONTO,131002,NEW DELHI,09:25:00,Tuesday,HOWRAH JN.,09:10:00,Tuesday
12275,ALD-NDLS-DUR,1511,ALLAHABAD JN.,13:10:00,Wednesday,NEW DELHI,13:05:00,Friday
12276,NDLS-ALD-DUR,1613,NEW DELHI,14:45:00,Thursday,ALLAHABAD JN.,14:30:00,Saturday
12277,HWH-PURI SHA,177100,HOWRAH JN.,18:20:00,Wednesday,PURI,18:20:00,Friday
12278,PURI-HWH SHA,100,PURI,21:00:00,Tuesday,HOWRAH JN.,21:00:00,Tuesday
12279,TAJ EXPRESS,16100,JHANSI JN,00:20:00,Saturday,HAZRAT NIZAMUDDIN JN,00:05:00,Monday
12280,TAJ EXPRESS,261,HAZRAT NIZAMUDDIN JN,01:57:00,Friday,JHANSI JN,01:55:00,Friday
12281,BBS-NDLS DUR,478,BHUBANESWAR,05:00:00,Tuesday,NEW DELHI,04:45:00,Tuesday
12282,NDLS-BBS DUR,59100,NEW DELHI,06:30:00,Tuesday,BHUBANESWAR,06:25:00,Tuesday
12283,ERS-NZM DURO,634,ERNAKULAM. JN,07:25:00,Wednesday,HAZRAT NIZAMUDDIN JN,07:20:00,Friday
12284,NZM-ERS DURO,768,HAZRAT NIZAMUDDIN JN,09:10:00,Tuesday,ERNAKULAM. JN,09:08:00,Tuesday
12285,SC-NZM DORON,899,SECUNDERABAD JN.,11:25:00,Friday,HAZRAT NIZAMUDDIN JN,11:15:00,Friday
12286,NZM-SC DURON,977,HAZRAT NIZAMUDDIN JN,12:30:00,Wednesday,SECUNDERABAD JN.,12:27:00,Friday
12289,CSMT-NGP DUR,110073,CST-MUMBAI,14:03:00,Thursday,NAGPUR JN.(CR),14:00:00,Saturday
12290,NGP-CSMT DUR,1152,NAGPUR JN.(CR),14:55:00,Friday,CST-MUMBAI,14:52:00,Friday
12291,YPR-MAS EXP,1296,YESVANTPUR JN.,16:40:00,Monday,CHENNAI CENTRAL,16:30:00,Monday
12292,MAS-YPR EXP,148100,CHENNAI CENTRAL,19:10:00,Tuesday,YESVANTPUR JN.,19:05:00,Tuesday
12293,LTT-ALD DURA,1519,LOKMANYA TILAK TERMINUS,20:20:00,Sunday,ALLAHABAD JN.,20:19:00,Tuesday
12294,ALD-LTT DURA,163100,ALLAHABAD JN.,23:00:00,Saturday,LOKMANYA TILAK TERMINUS,22:57:00,Monday
12295,SBC-PPTA SAN,1714,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),01:20:00,Friday,DANAPUR,01:05:00,Friday
12296,PNBE-SBC SAN,1791,DANAPUR,02:45:00,Sunday,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),02:45:00,Tuesday
12297,ADI-PUNE DUR,100,AHMEDABAD,23:55:00,Wednesday,PUNE JN.,23:55:00,Friday
12298,PUNE-ADI DOR,134,PUNE JN.,02:25:00,Sunday,AHMEDABAD,02:20:00,Tuesday
12301,KOLKATA RAJD,255,HOWRAH JN.,03:50:00,Tuesday,NEW DELHI,03:48:00,Tuesday
12302,KOLKATA RAJD,317,NEW DELHI,04:50:00,Wednesday,HOWRAH JN.,04:48:00,Friday
12303,POORVA EXPRE,361,HOWRAH JN.,07:30:00,Wednesday,NEW DELHI,07:28:00,Friday
12304,POORVA EXPRE,433,NEW DELHI,08:55:00,Monday,HOWRAH JN.,08:50:00,Monday
12305,KOLKATA RAJD,46100,HOWRAH JN.,10:15:00,Thursday,NEW DELHI,10:10:00,Saturday
12306,KOLKATA RAJD,479,NEW DELHI,10:50:00,Tuesday,HOWRAH JN.,10:45:00,Tuesday
12307,HWH-JU EXP,523,HOWRAH JN.,11:50:00,Friday,JODHPUR JN.,11:50:00,Friday
12308,JU-HWH SUPFA,100,JODHPUR JN.,22:45:00,Saturday,HOWRAH JN.,22:45:00,Monday
12309,PATNA RAJDHA,43,RAJENDRANAGAR TERMINAL,23:30:00,Wednesday,NEW DELHI,23:29:00,Friday
12310,PATNA RAJDHA,62,NEW DELHI,00:10:00,Saturday,RAJENDRANAGAR TERMINAL,00:05:00,Monday
12311,HWH DLIKLK M,9100,HOWRAH JN.,01:10:00,Sunday,KALKA,01:05:00,Tuesday
12312,KLK DLI HWH,162,KALKA,02:02:00,Monday,HOWRAH JN.,02:00:00,Monday
12313,SDAH RAJDHAN,21005,SEALDAH,02:45:00,Thursday,NEW DELHI,02:43:00,Saturday
12314,SDAH RAJDHAN,267,NEW DELHI,03:45:00,Tuesday,SEALDAH,03:40:00,Tuesday
12315,ANNANYA  EXP,388,KOLKATA,06:35:00,Thursday,UDAIPUR CITY,06:30:00,Saturday
12316,ANANYA EXPRE,522,UDAIPUR CITY,10:25:00,Tuesday,KOLKATA,10:25:00,Tuesday
12317,AKAL TAKHT E,100,KOLKATA,10:10:00,Sunday,AMRITSAR JN.,10:10:00,Tuesday
12318,AKAL TAKHAT,5,AMRITSAR JN.,10:17:00,Monday,KOLKATA,10:16:00,Monday
12319,KOAA-AGC WEE,8,KOLKATA,10:23:00,Wednesday,AGRA CANTT,10:22:00,Friday
12320,AGC-KOAA WEE,14,AGRA CANTT,10:29:00,Monday,KOLKATA,10:28:00,Monday
12321,HWH MUMBAI M,17,HOWRAH JN.,10:34:00,Tuesday,CST-MUMBAI,10:33:00,Tuesday
12322,KOLKATA MAIL,19,CST-MUMBAI,10:39:00,Friday,HOWRAH JN.,10:38:00,Friday
12323,HWH ANVT BI-,24,HOWRAH JN.,10:44:00,Monday,ANAND VIHAR TERMINAL,10:43:00,Monday
12324,ANVT HWH BI-,29,ANAND VIHAR TERMINAL,10:50:00,Friday,HOWRAH JN.,10:49:00,Friday
12325,KOAA-NANGALD,33,KOLKATA,10:55:00,Wednesday,NANGAL DAM,10:54:00,Friday
12326,NLDM-KOAA WK,43,NANGAL DAM,11:03:00,Sunday,KOLKATA,11:02:00,Tuesday
12327,UPASANA EXPR,49,HOWRAH JN.,11:21:00,Friday,DEHRA DUN,11:20:00,Friday
12328,UPASANA EXPR,53,DEHRA DUN,11:27:00,Saturday,HOWRAH JN.,11:26:00,Monday
12329,SAMPARK KRAN,58,SEALDAH,11:35:00,Tuesday,ANAND VIHAR TERMINAL,11:35:00,Tuesday
12330,SAMPARKRANTI,100,ANAND VIHAR TERMINAL,11:45:00,Sunday,SEALDAH,11:45:00,Tuesday
12331,HIMGIRI EXPR,5,HOWRAH JN.,11:51:00,Thursday,JAMMU TAWI,11:50:00,Saturday
12332,HIMGIRI EXPR,9,JAMMU TAWI,12:00:00,Wednesday,HOWRAH JN.,11:59:00,Friday
12333,VIBHUTI EXPR,15,HOWRAH JN.,12:05:00,Sunday,ALLAHABAD CITY,12:04:00,Tuesday
12334,VIBHUTI EXPR,24,ALLAHABAD CITY,12:15:00,Wednesday,HOWRAH JN.,12:14:00,Friday
12335,BGP-LT(T) EX,29,BHAGALPUR,12:20:00,Tuesday,LOKMANYA TILAK TERMINUS,12:19:00,Tuesday
12336,LTT-BGP EXP,34,LOKMANYA TILAK TERMINUS,12:26:00,Friday,BHAGALPUR,12:25:00,Friday
12337,SHANTINIKETA,38,HOWRAH JN.,12:32:00,Sunday,BOLPUR,12:31:00,Tuesday
12338,SHANTINIKETA,41,BOLPUR,12:37:00,Sunday,HOWRAH JN.,12:36:00,Tuesday
12339,COALFIELD EX,44,HOWRAH JN.,12:42:00,Wednesday,DHANBAD JN.,12:41:00,Friday
12340,COALFIELD EX,49,DHANBAD JN.,12:49:00,Sunday,HOWRAH JN.,12:48:00,Tuesday
12341,AGNIVEENA EX,53,HOWRAH JN.,12:55:00,Monday,ASANSOL MAIN,12:54:00,Monday
12342,AGNIVEENA EX,58,ASANSOL MAIN,13:10:00,Tuesday,HOWRAH JN.,13:10:00,Tuesday
12343,DARJEELING M,100,SEALDAH,11:30:00,Thursday,NEW JALPAIGURI JN,11:30:00,Saturday
12344,DARJEELING M,3,NEW JALPAIGURI JN,11:50:00,Tuesday,SEALDAH,11:50:00,Tuesday
12345,SARAIGHAT EX,100,HOWRAH JN.,12:05:00,Tuesday,GUWAHATI,12:05:00,Tuesday
12346,SARAIGHAT EX,3,GUWAHATI,12:25:00,Wednesday,HOWRAH JN.,12:25:00,Friday
12347,HWH RPH EXP,100,HOWRAH JN.,14:40:00,Wednesday,RAMPUR HAT,14:40:00,Friday
12348,RPH HWH EXP,100,RAMPUR HAT,14:48:00,Monday,HOWRAH JN.,14:47:00,Monday
12349,BGP NDLS EXP,3,BHAGALPUR,14:54:00,Monday,NEW DELHI,14:53:00,Monday
12350,NDLS BGP  EX,4,NEW DELHI,15:15:00,Wednesday,BHAGALPUR,15:15:00,Friday
12351,DANAPUR EXPR,100,HOWRAH JN.,13:15:00,Thursday,RAJENDRANAGAR TERMINAL,13:15:00,Saturday
12352,DANAPUR EXP,1,RAJENDRANAGAR TERMINAL,13:19:00,Thursday,HOWRAH JN.,13:18:00,Saturday
12353,HWH LKU EXP,3,HOWRAH JN.,13:24:00,Saturday,LALKUA JN.,13:23:00,Monday
12354,LKU  HWH  EX,4,LALKUA JN.,13:45:00,Friday,HOWRAH JN.,13:45:00,Friday
12355,ARCHNA EXPRE,100,RAJENDRANAGAR TERMINAL,18:30:00,Monday,JAMMU TAWI,18:30:00,Monday
12356,ARCHNA EXPRE,221,JAMMU TAWI,22:35:00,Friday,RAJENDRANAGAR TERMINAL,22:25:00,Friday
12357,DURGIANA EXP,428,KOLKATA,02:32:00,Friday,AMRITSAR JN.,02:22:00,Friday
12358,ASR KOAA SUP,775,AMRITSAR JN.,07:35:00,Saturday,KOLKATA,07:25:00,Monday
12359,PNBE GARIB R,1193,KOLKATA,14:10:00,Tuesday,PATNA JN.,14:10:00,Tuesday
12360,KOL GARIB RA,100,PATNA JN.,19:50:00,Friday,KOLKATA,19:50:00,Friday
12361,ASN CSMT EXP,417,ASANSOL MAIN,03:00:00,Thursday,CST-MUMBAI,02:50:00,Saturday
12362,CSMT- ASANSO,764,CST-MUMBAI,08:55:00,Wednesday,ASANSOL MAIN,08:45:00,Friday
12363,KOAA HDB SF,972,KOLKATA,12:20:00,Tuesday,HALDIBARI,12:10:00,Tuesday
12364,HDB KOA SF E,1193,HALDIBARI,17:30:00,Tuesday,KOLKATA,17:30:00,Tuesday
12365,PNBE-RNC JAN,100,PATNA JN.,22:20:00,Thursday,RANCHI,22:20:00,Saturday
12366,RNC-PNBE JAN,12,RANCHI,22:57:00,Thursday,PATNA JN.,22:55:00,Saturday
12367,VIKRAMSHILA,59,BHAGALPUR,23:42:00,Tuesday,ANAND VIHAR TERMINAL,23:40:00,Tuesday
12368,VIKRAMSHILA,115,ANAND VIHAR TERMINAL,00:35:00,Saturday,BHAGALPUR,00:33:00,Monday
12369,KUMBHA EXPRE,173,HOWRAH JN.,01:45:00,Friday,HARIDWAR JN,01:35:00,Friday
12370,HW HWH S F E,21003,HARIDWAR JN,02:17:00,Thursday,HOWRAH JN.,02:15:00,Saturday
12371,HWH JSM SF E,254,HOWRAH JN.,03:25:00,Wednesday,JAISALMER,03:15:00,Friday
12372,JSM HWH SF E,368,JAISALMER,05:42:00,Wednesday,HOWRAH JN.,05:32:00,Friday
12373,SDAH RPH INT,42100,SEALDAH,06:38:00,Tuesday,RAMPUR HAT,06:35:00,Tuesday
12374,RPH SDAH INT,533,RAMPUR HAT,08:30:00,Friday,SEALDAH,08:25:00,Friday
12375,MAS ASN  EXP,632,CHENNAI CENTRAL,10:50:00,Sunday,ASANSOL MAIN,10:40:00,Tuesday
12376,ASN MAS  EXP,685,ASANSOL MAIN,12:10:00,Tuesday,CHENNAI CENTRAL,12:05:00,Tuesday
12377,PADATIK EXP,71100,SEALDAH,13:00:00,Thursday,NEW ALIPURDUAR,13:00:00,Saturday
12378,PADATIK EXP,100,NEW ALIPURDUAR,23:50:00,Wednesday,SEALDAH,23:50:00,Friday
12379,JALIANWALA B,24,SEALDAH,00:28:00,Monday,AMRITSAR JN.,00:23:00,Monday
12380,JALIANWALA B,77,AMRITSAR JN.,01:50:00,Monday,SEALDAH,01:40:00,Monday
12381,POORVA EXPRE,177,HOWRAH JN.,03:25:00,Tuesday,NEW DELHI,03:20:00,Tuesday
12382,POORVA EXPRE,29100,NEW DELHI,05:40:00,Sunday,HOWRAH JN.,05:37:00,Tuesday
12383,SDAH-ASN INT,342,SEALDAH,07:20:00,Saturday,ASANSOL MAIN,07:10:00,Monday
12384,INTERCITY EX,455,ASANSOL MAIN,09:20:00,Tuesday,SEALDAH,09:10:00,Tuesday
12389,GAYA-CHENNAI,51006,GAYA JN.,10:07:00,Thursday,CHENNAI EGMORE,10:05:00,Saturday
12390,CHENNAI-EGMO,537,CHENNAI EGMORE,10:50:00,Friday,GAYA JN.,10:40:00,Friday
12391,SHRAMJEEVI E,595,RAJGIR,11:47:00,Saturday,NEW DELHI,11:45:00,Monday
12392,SHRAMJEEVI E,65100,NEW DELHI,12:30:00,Saturday,RAJGIR,12:28:00,Monday
12393,SAMPOORNA KR,697,RAJENDRANAGAR TERMINAL,13:21:00,Friday,NEW DELHI,13:19:00,Friday
12394,SAMPOORNKRAN,71100,NEW DELHI,14:05:00,Monday,RAJENDRANAGAR TERMINAL,14:05:00,Monday
12395,ZIYARAT EXPR,100,RAJENDRANAGAR TERMINAL,21:10:00,Monday,AJMER JN.,21:10:00,Monday
12396,ZIYARAT EXPR,197,AJMER JN.,01:00:00,Saturday,RAJENDRANAGAR TERMINAL,00:50:00,Monday
12397,MAHABODHI EX,31100,GAYA JN.,03:40:00,Thursday,NEW DELHI,03:30:00,Saturday
12398,MAHABODHI EX,475,NEW DELHI,06:35:00,Saturday,GAYA JN.,06:30:00,Monday
12401,MAGADH EXPRE,575,ISLAMPUR,09:45:00,Saturday,NEW DELHI,09:30:00,Monday
12402,MAGADH EXPRE,628,NEW DELHI,10:55:00,Tuesday,ISLAMPUR,10:45:00,Tuesday
12405,GONDWANA EXP,653,BHUSAVAL JN.,11:30:00,Wednesday,HAZRAT NIZAMUDDIN JN,11:30:00,Friday
12406,NZM BSL EXPR,100,HAZRAT NIZAMUDDIN JN,13:30:00,Monday,BHUSAVAL JN.,13:30:00,Monday
12407,KARMABHOOMI,24,NEW JALPAIGURI JN,14:15:00,Monday,AMRITSAR JN.,14:05:00,Monday
12408,KARMABHOOMI,77,AMRITSAR JN.,16:05:00,Saturday,NEW JALPAIGURI JN,15:55:00,Monday
12409,GONDWANA EXP,177,RAIGARH,18:10:00,Friday,HAZRAT NIZAMUDDIN JN,18:00:00,Friday
12410,GONDWANA EXP,342,HAZRAT NIZAMUDDIN JN,21:50:00,Wednesday,RAIGARH,21:40:00,Friday
12411,CDG-ASR INTE,455,CHANDIGARH,23:55:00,Tuesday,AMRITSAR JN.,23:45:00,Tuesday
12412,ASR-CDG INTE,653,AMRITSAR JN.,03:15:00,Tuesday,CHANDIGARH,03:15:00,Tuesday
12413,AII-JAT POOJ,100,AJMER JN.,10:40:00,Tuesday,JAMMU TAWI,10:40:00,Tuesday
12414,JAT-AII POOJ,51,JAMMU TAWI,11:30:00,Sunday,AJMER JN.,11:28:00,Tuesday
12415,IND NZM EXPR,11004,INDORE BG,13:14:00,Sunday,DELHI-SARAI ROHILLA,13:12:00,Tuesday
12416,INTERCITY  E,244,DELHI-SARAI ROHILLA,15:05:00,Wednesday,INDORE BG,15:00:00,Friday
12417,PRAYAG RAJ E,322,ALLAHABAD JN.,16:18:00,Friday,NEW DELHI,16:16:00,Friday
12418,PRAYAG RAJ E,455,NEW DELHI,18:40:00,Wednesday,ALLAHABAD JN.,18:35:00,Friday
12419,GOMTI EXP,532,LUCKNOW JN.,19:55:00,Wednesday,NEW DELHI,19:50:00,Friday
12420,GOMTI EXPRES,598,NEW DELHI,21:20:00,Wednesday,LUCKNOW JN.,21:15:00,Friday
12421,NED-ASR SUPE,813,NANDED,00:15:00,Saturday,AMRITSAR JN.,00:13:00,Monday
12422,ASR-NED SUPE,941,AMRITSAR JN.,02:21:00,Sunday,NANDED,02:03:00,Tuesday
12423,DBRT-NDLS RA,121003,DIBRUGARH TOWN,06:40:00,Saturday,NEW DELHI,06:35:00,Monday
12424,NDLS-DBRT RA,1469,NEW DELHI,10:20:00,Thursday,DIBRUGARH TOWN,10:10:00,Saturday
12425,NDLS-JAT RAJ,1916,NEW DELHI,16:55:00,Thursday,JAMMU TAWI,16:55:00,Saturday
12426,JAT-NDLS RAJ,100,JAMMU TAWI,15:35:00,Thursday,NEW DELHI,15:35:00,Saturday
12427,REWA-ANVT EX,45100,REWA,20:15:00,Friday,ANAND VIHAR TERMINAL,20:10:00,Friday
12428,ANVT-REWA EX,715,ANAND VIHAR TERMINAL,23:25:00,Wednesday,REWA,23:20:00,Friday
12431,TVC-NZM RAJD,978,TRIVANDRUM CENTRAL,03:07:00,Wednesday,HAZRAT NIZAMUDDIN JN,02:57:00,Friday
12432,NZM-TVC RAJD,111006,HAZRAT NIZAMUDDIN JN,04:50:00,Tuesday,TRIVANDRUM CENTRAL,04:45:00,Tuesday
12433,MAS-NZM RAJD,1321,CHENNAI CENTRAL,06:45:00,Tuesday,HAZRAT NIZAMUDDIN JN,06:40:00,Tuesday
12434,NZM-MAS RAJD,1387,HAZRAT NIZAMUDDIN JN,08:10:00,Friday,CHENNAI CENTRAL,08:05:00,Friday
12435,DBRT - NDLS,1464,DIBRUGARH TOWN,10:40:00,Tuesday,NEW DELHI,10:35:00,Tuesday
12436,NDLS - DBRT,1597,NEW DELHI,12:30:00,Tuesday,DIBRUGARH TOWN,12:28:00,Tuesday
12437,RAJDHANI EXP,1673,SECUNDERABAD JN.,14:05:00,Saturday,HAZRAT NIZAMUDDIN JN,14:00:00,Monday
12438,NZM SC RAJDH,1825,HAZRAT NIZAMUDDIN JN,16:40:00,Monday,SECUNDERABAD JN.,16:38:00,Monday
12439,RNC NDLS RAJ,1878,RANCHI,17:26:00,Thursday,NEW DELHI,17:24:00,Saturday
12440,NDLS RNC RAJ,1924,NEW DELHI,19:40:00,Thursday,RANCHI,19:40:00,Saturday
12441,BSP-NDLS,100,BILASPUR JN.,19:45:00,Tuesday,NEW DELHI,19:45:00,Tuesday
12442,NDLS-BSP,26,NEW DELHI,20:12:00,Tuesday,BILASPUR JN.,20:10:00,Tuesday
12443,HLZ-ANVT EXP,49,HALDIA,20:32:00,Tuesday,ANAND VIHAR TERMINAL,20:30:00,Tuesday
12444,ANVT-HLZ EXP,73,ANAND VIHAR TERMINAL,20:53:00,Friday,HALDIA,20:51:00,Friday
12445,UTTAR SMPRK,119,NEW DELHI,21:29:00,Tuesday,SHRI MATA VAISHNO DEVI KATRA,21:27:00,Tuesday
12446,UTTAR SMPRK,137,SHRI MATA VAISHNO DEVI KATRA,21:55:00,Tuesday,NEW DELHI,21:50:00,Tuesday
12447,U S KRANTI E,18100,MANIKPUR JN.,22:40:00,Tuesday,HAZRAT NIZAMUDDIN JN,22:30:00,Tuesday
12448,U P S KRANTI,237,HAZRAT NIZAMUDDIN JN,23:35:00,Tuesday,MANIKPUR JN.,23:30:00,Tuesday
12449,GOA SMPRK K,287,MADGOAN JN.,00:15:00,Sunday,CHANDIGARH,00:13:00,Tuesday
12450,GOA SMPRK KR,328,CHANDIGARH,00:46:00,Monday,MADGOAN JN.,00:44:00,Monday
12451,SHRAM SHKTI,379,KANPUR CENTRAL JN.,01:45:00,Wednesday,NEW DELHI,01:43:00,Friday
12452,SHRAM SHKTI,461,NEW DELHI,03:40:00,Saturday,KANPUR CENTRAL JN.,03:25:00,Monday
12453,RNC-NDLS,467,RANCHI,04:07:00,Saturday,NEW DELHI,04:05:00,Monday
12454,NDLS-RNC,554,NEW DELHI,06:30:00,Tuesday,RANCHI,06:25:00,Tuesday
12455,DEE- BKN EXP,618,DELHI-SARAI ROHILLA,08:08:00,Thursday,BIKANER JN.,08:06:00,Saturday
12456,BKN-DEE  EXP,65100,BIKANER JN.,08:49:00,Tuesday,DELHI-SARAI ROHILLA,08:47:00,Tuesday
12457,DEE BKN  S F,691,DELHI-SARAI ROHILLA,10:25:00,Saturday,BIKANER JN.,10:25:00,Monday
12458,BKN DEE S F,100,BIKANER JN.,19:50:00,Tuesday,DELHI-SARAI ROHILLA,19:50:00,Tuesday
12459,ASR-NDLS EXP,41,NEW DELHI,20:42:00,Tuesday,AMRITSAR JN.,20:40:00,Tuesday
12460,ASR-NDLS EXP,73,AMRITSAR JN.,21:40:00,Sunday,NEW DELHI,21:38:00,Tuesday
12461,MANDOR EXPRE,136,DELHI JN.,22:53:00,Wednesday,JODHPUR JN.,22:48:00,Friday
12462,MANDOR EXPRE,224,JODHPUR JN.,00:58:00,Wednesday,DELHI JN.,00:56:00,Friday
12463,RAJSTHN S KR,23100,DELHI-SARAI ROHILLA,01:40:00,Thursday,JODHPUR JN.,01:25:00,Saturday
12464,RJSTHN S KRN,312,JODHPUR JN.,03:20:00,Wednesday,DELHI-SARAI ROHILLA,03:17:00,Friday
12465,RANTHAMBORE,363,INDORE BG,04:09:00,Thursday,JODHPUR JN.,04:07:00,Saturday
12466,INTERCITY EX,41004,JODHPUR JN.,04:42:00,Tuesday,INDORE BG,04:40:00,Tuesday
12467,LEELAN EXP,454,JAISALMER,05:25:00,Friday,JAIPUR JN.,05:20:00,Friday
12468,LEELAN EXP,511,JAIPUR JN.,06:15:00,Monday,JAISALMER,06:10:00,Monday
12469,CNB-JAT EXPR,554,KANPUR CENTRAL JN.,06:55:00,Friday,JAMMU TAWI,06:50:00,Friday
12470,JAT-CNB EXPR,571,JAMMU TAWI,07:12:00,Wednesday,KANPUR CENTRAL JN.,07:10:00,Friday
12471,SWARAJ EXPRE,618,BANDRA TERMINUS,08:05:00,Wednesday,SHRI MATA VAISHNO DEVI KATRA,08:03:00,Friday
12472,SWARAJ EXPRE,642,SHRI MATA VAISHNO DEVI KATRA,08:25:00,Friday,BANDRA TERMINUS,08:23:00,Friday
12473,SARVODAYA EX,664,AHMEDABAD,08:44:00,Wednesday,SHRI MATA VAISHNO DEVI KATRA,08:42:00,Friday
12474,SARVODAYA EX,691,SHRI MATA VAISHNO DEVI KATRA,09:25:00,Friday,AHMEDABAD,09:25:00,Friday
12475,HAPA JAT EXP,100,HAPA,14:25:00,Saturday,SHRI MATA VAISHNO DEVI KATRA,14:25:00,Monday
12476,SARVODAYA EX,8,SHRI MATA VAISHNO DEVI KATRA,14:36:00,Friday,HAPA,14:35:00,Friday
12477,JAM SVDK EXP,13,JAMNAGAR,14:43:00,Sunday,SHRI MATA VAISHNO DEVI KATRA,14:42:00,Tuesday
12478,SVDK- JAMNAG,19,SHRI MATA VAISHNO DEVI KATRA,14:52:00,Saturday,JAMNAGAR,14:50:00,Monday
12479,SURYA NAGRI,23,JODHPUR JN.,14:58:00,Sunday,BANDRA TERMINUS,14:57:00,Tuesday
12480,SURYANAGARI,28,BANDRA TERMINUS,15:04:00,Saturday,JODHPUR JN.,15:03:00,Monday
12481,INTERCITY EX,37,DELHI JN.,15:20:00,Monday,SHRI GANGANAGAR,15:17:00,Monday
12482,INTERCITY EX,44,SHRI GANGANAGAR,15:29:00,Wednesday,DELHI JN.,15:28:00,Friday
12483,KCVL EXPRESS,51,KOCHUVELI,15:46:00,Thursday,AMRITSAR JN.,15:40:00,Saturday
