Train_No,Train_Name,distance,Source_Station_Name,departure_time,day_of_departure,Destination_Station_Name,arrival_time,day_of_arrival
31813,SDAH-KNJ LOC,120,SEALDAH,21:15:21,Tuesday,KRISHNA NAGAR CITY JN.,05:16:30,Sunday
31814,KNJ - SDAH,1665,KRISHNA NAGAR CITY JN.,00:21:03,Saturday,SEALDAH,06:56:53,Tuesday
31815,SDAH-KNJ LOC,1758,SEALDAH,14:28:52,Wednesday,KRISHNA NAGAR CITY JN.,06:54:11,Thursday
31816,KNJ - SDAH L,971,KRISHNA NAGAR CITY JN.,10:44:16,Thursday,SEALDAH,07:37:38,Sunday
31817,SDAH-KNJ LOC,2227,SEALDAH,06:38:13,Friday,KRISHNA NAGAR CITY JN.,10:15:15,Thursday
31818,KNJ - SDAH,2057,KRISHNA NAGAR CITY JN.,10:35:18,Sunday,SEALDAH,06:21:08,Monday
31819,SDAH-KNJ LOC,437,SEALDAH,08:01:41,Friday,KRISHNA NAGAR CITY JN.,19:26:50,Thursday
31820,KNJ - SDAH,2206,KRISHNA NAGAR CITY JN.,21:57:20,Sunday,SEALDAH,19:26:39,Thursday
31821,SDAH-KNJ LOC,1468,SEALDAH,06:10:28,Tuesday,KRISHNA NAGAR CITY JN.,22:04:27,Monday
31822,KNJ - SDAH,1027,KRISHNA NAGAR CITY JN.,11:54:30,Monday,SEALDAH,17:22:02,Thursday
31823,SDAH-KNJ LOC,658,SEALDAH,10:29:24,Saturday,KRISHNA NAGAR CITY JN.,06:18:31,Thursday
31824,KNJ - SDAH,182,KRISHNA NAGAR CITY JN.,02:05:16,Saturday,SEALDAH,04:07:35,Wednesday
31825,SDAH-KNJ LOC,2236,SEALDAH,02:02:14,Saturday,KRISHNA NAGAR CITY JN.,00:50:59,Tuesday
31826,KNJ - SDAH,1793,KRISHNA NAGAR CITY JN.,13:34:11,Thursday,SEALDAH,00:38:11,Sunday
31827,SDAH - KNJ L,1696,SEALDAH,19:13:21,Monday,KRISHNA NAGAR CITY JN.,13:02:26,Tuesday
31828,KNJ - SDAH,984,KRISHNA NAGAR CITY JN.,02:05:49,Saturday,SEALDAH,14:50:25,Saturday
31829,SDAH-KNJ LOC,1787,SEALDAH,17:00:46,Tuesday,KRISHNA NAGAR CITY JN.,07:40:40,Thursday
31830,KNJ - SDAH,597,KRISHNA NAGAR CITY JN.,12:22:44,Wednesday,SEALDAH,05:32:42,Tuesday
31831,SDAH-KNJ LOC,2314,SEALDAH,01:51:21,Saturday,KRISHNA NAGAR CITY JN.,21:59:11,Thursday
31832,KNJ - SDAH,2805,KRISHNA NAGAR CITY JN.,18:37:59,Sunday,SEALDAH,23:41:50,Monday
31833,SDAH-KNJ LOC,807,SEALDAH,15:56:54,Saturday,KRISHNA NAGAR CITY JN.,19:24:27,Saturday
31834,KNJ - SDAH,426,KRISHNA NAGAR CITY JN.,14:44:10,Friday,SEALDAH,09:59:36,Tuesday
31835,SDAH-KNJ LOC,2334,SEALDAH,13:09:32,Wednesday,KRISHNA NAGAR CITY JN.,06:58:14,Thursday
31836,KNJ - SDAH L,304,KRISHNA NAGAR CITY JN.,12:32:43,Sunday,SEALDAH,06:30:18,Tuesday
31837,SDAH-KNJ LOC,2523,SEALDAH,12:27:39,Wednesday,KRISHNA NAGAR CITY JN.,09:17:05,Tuesday
31838,KNJ-SDAH LOC,1520,KRISHNA NAGAR CITY JN.,00:48:40,Monday,SEALDAH,09:00:33,Sunday
31839,SDAH-KNJ LOC,1424,SEALDAH,16:17:29,Sunday,KRISHNA NAGAR CITY JN.,02:04:07,Monday
31840,KNJ-SDAH LOC,1313,KRISHNA NAGAR CITY JN.,01:36:43,Tuesday,SEALDAH,19:52:18,Wednesday
31841,SDAH-KNJ LOC,253,SEALDAH,07:14:34,Sunday,KRISHNA NAGAR CITY JN.,13:34:45,Tuesday
31842,KNJ-SDAH EMU,2294,KRISHNA NAGAR CITY JN.,10:50:22,Sunday,SEALDAH,14:01:16,Saturday
31843,SDAH-LGL MEM,460,SEALDAH,06:47:07,Wednesday,KRISHNA NAGAR CITY JN.,17:32:51,Friday
31844,KNJ-SDAH LOC,2282,KRISHNA NAGAR CITY JN.,18:42:32,Sunday,SEALDAH,17:25:34,Monday
31861,KNJ LGL EMU,292,KRISHNA NAGAR CITY JN.,05:30:02,Monday,LALGOLA,14:56:33,Saturday
31862,LGL KNJ EMU,2582,LALGOLA,12:40:58,Tuesday,KRISHNA NAGAR CITY JN.,22:41:58,Tuesday
31863,KNJ LGL EMU,1779,KRISHNA NAGAR CITY JN.,00:10:35,Monday,LALGOLA,23:04:36,Thursday
31864,LGL KNJ EMU,329,LALGOLA,10:10:07,Sunday,KRISHNA NAGAR CITY JN.,09:23:30,Sunday
31865,KNJ LGL EMU,2915,KRISHNA NAGAR CITY JN.,23:01:10,Wednesday,LALGOLA,22:39:16,Friday
31866,LGL KNJ EMU,1467,LALGOLA,15:41:50,Thursday,KRISHNA NAGAR CITY JN.,22:06:33,Saturday
31911,SDAH-GEDE LO,2465,SEALDAH,03:32:39,Wednesday,GEDE,00:05:59,Tuesday
31912,GEDE - SDAH,1645,GEDE,03:21:03,Saturday,SEALDAH,11:56:55,Friday
31913,SDAH-GEDE LO,2715,SEALDAH,13:03:58,Sunday,GEDE,14:02:56,Saturday
31914,GEDE - SDAH,276,GEDE,04:36:03,Wednesday,SEALDAH,07:30:00,Wednesday
31915,SDAH-GEDE LO,369,SEALDAH,15:18:23,Tuesday,GEDE,09:45:48,Wednesday
31916,GEDE - SDAH,961,GEDE,17:28:04,Saturday,SEALDAH,19:47:51,Wednesday
31917,SDAH-GEDE LO,874,SEALDAH,05:47:41,Wednesday,GEDE,12:19:34,Sunday
31918,GEDE - SDAH,891,GEDE,14:25:17,Friday,SEALDAH,03:24:11,Tuesday
31919,SDAH-GEDE LO,2129,SEALDAH,10:26:47,Thursday,GEDE,18:05:23,Tuesday
31920,GEDE- SDAH L,1246,GEDE,11:29:26,Monday,SEALDAH,15:01:33,Friday
31921,SDAH - GEDE,591,SEALDAH,08:02:17,Sunday,GEDE,17:35:28,Saturday
31922,GEDE - SDAH,2076,GEDE,05:46:25,Wednesday,SEALDAH,18:46:57,Thursday
31923,SDAH-GEDE LO,1884,SEALDAH,09:56:24,Tuesday,GEDE,18:05:19,Friday
31924,GEDE - SDAH,2411,GEDE,17:28:12,Thursday,SEALDAH,21:51:57,Tuesday
31925,SDAH-GEDE LO,589,SEALDAH,04:19:23,Monday,GEDE,12:21:53,Monday
31926,GEDE - SDAH,179,GEDE,08:35:19,Monday,SEALDAH,17:49:37,Friday
31927,SDAH-GEDE LO,2206,SEALDAH,07:29:12,Tuesday,GEDE,05:17:14,Monday
31928,GEDE - SDAH,373,GEDE,00:53:38,Wednesday,SEALDAH,22:07:00,Saturday
31929,SDAH-GEDE LO,2912,SEALDAH,17:39:50,Wednesday,GEDE,05:57:52,Tuesday
32211,SDAH-DKAE LO,1367,SEALDAH,18:05:25,Saturday,DANKUNI JN.,06:33:30,Sunday
32212,DKAE-SDAH LO,1251,DANKUNI JN.,05:43:47,Tuesday,SEALDAH,06:40:33,Thursday
32213,SDAH-DKAE LO,2353,SEALDAH,09:43:13,Thursday,DANKUNI JN.,23:59:22,Monday
32214,DKAE-SDAH LO,862,DANKUNI JN.,23:08:30,Sunday,SEALDAH,00:02:28,Monday
32215,SDAH-DKAE LO,2540,SEALDAH,21:11:34,Friday,DANKUNI JN.,06:45:40,Tuesday
32216,DKAE-SDAH LO,1603,DANKUNI JN.,17:59:33,Sunday,SEALDAH,17:20:30,Saturday
32217,SDAH-DKAE LO,521,SEALDAH,04:29:36,Sunday,DANKUNI JN.,23:49:20,Wednesday
32218,DKAE-SDAH LO,2632,DANKUNI JN.,14:30:00,Thursday,SEALDAH,18:12:52,Friday
32219,SDAH-DKAE LO,760,SEALDAH,16:39:23,Wednesday,DANKUNI JN.,20:49:50,Monday
32220,DKAE-SDAH LO,1263,DANKUNI JN.,12:08:18,Monday,SEALDAH,20:05:12,Wednesday
32221,SDAH-DKAE LO,2274,SEALDAH,11:29:16,Friday,DANKUNI JN.,07:35:38,Sunday
32222,DKAE-SDAH LO,1827,DANKUNI JN.,23:55:59,Saturday,SEALDAH,10:08:53,Tuesday
32223,SDAH-DKAE LO,2328,SEALDAH,08:13:28,Saturday,DANKUNI JN.,03:58:05,Wednesday
32224,DKAE-SDAH LO,577,DANKUNI JN.,02:30:11,Monday,SEALDAH,03:05:53,Thursday
32225,SDAH-DKAE LO,2302,SEALDAH,13:04:58,Thursday,DANKUNI JN.,19:21:24,Thursday
32226,DKAE-SDAH LO,2112,DANKUNI JN.,19:58:09,Wednesday,SEALDAH,02:32:42,Friday
32227,SDAH-DKAE LO,810,SEALDAH,00:37:38,Tuesday,DANKUNI JN.,01:44:27,Tuesday
32228,DKAE-SDAH LO,1455,DANKUNI JN.,17:55:45,Tuesday,SEALDAH,09:15:48,Tuesday
32229,SDAH-DKAE LO,760,SEALDAH,12:36:11,Wednesday,DANKUNI JN.,12:41:09,Sunday
32230,DKAE-SDAH LO,749,DANKUNI JN.,21:48:00,Monday,SEALDAH,22:27:29,Saturday
32231,SDAH-DKAE LO,2228,SEALDAH,13:43:10,Wednesday,DANKUNI JN.,21:21:29,Wednesday
32232,DKAE-SDAH LO,2388,DANKUNI JN.,00:46:17,Friday,SEALDAH,04:00:00,Friday
32233,SDAH-DKAE LO,783,SEALDAH,00:37:59,Thursday,DANKUNI JN.,18:56:39,Monday
32234,DKAE-SDAH LO,576,DANKUNI JN.,06:37:32,Wednesday,SEALDAH,13:56:18,Thursday
32235,SDAH-DKAE LO,511,SEALDAH,02:11:03,Wednesday,DANKUNI JN.,20:06:09,Saturday
32236,DKAE-SDAH LO,2832,DANKUNI JN.,07:19:36,Tuesday,SEALDAH,08:28:48,Sunday
32237,SDAH-DKAE LO,375,SEALDAH,10:20:04,Thursday,DANKUNI JN.,16:37:23,Wednesday
32238,DKAE-SDAH LO,2983,DANKUNI JN.,09:32:39,Monday,SEALDAH,23:27:55,Sunday
32239,SDAH-DKAE LO,2114,SEALDAH,23:07:19,Friday,DANKUNI JN.,22:11:25,Saturday
32240,DKAE-SDAH LO,2524,DANKUNI JN.,16:28:48,Thursday,SEALDAH,15:55:31,Sunday
32241,SDAH-DKAE LO,2254,SEALDAH,16:34:05,Wednesday,DANKUNI JN.,17:14:16,Saturday
32242,DKAE-SDAH LO,2181,DANKUNI JN.,07:13:18,Sunday,SEALDAH,06:43:46,Monday
32243,SDAH-DKAE LO,2856,SEALDAH,15:29:43,Monday,DANKUNI JN.,15:55:11,Monday
32244,DKAE-SDAH LO,2002,DANKUNI JN.,02:26:20,Wednesday,SEALDAH,02:08:48,Monday
32245,SDAH-DKAE LO,634,SEALDAH,03:39:04,Thursday,DANKUNI JN.,23:12:17,Tuesday
32246,DKAE-SDAH LO,2380,DANKUNI JN.,01:02:45,Thursday,SEALDAH,21:15:14,Tuesday
32247,SDAH-DKAE LO,1107,SEALDAH,07:48:19,Thursday,DANKUNI JN.,16:18:17,Tuesday
32248,DKAE-SDAH LO,2258,DANKUNI JN.,09:16:15,Sunday,SEALDAH,01:47:45,Wednesday
32249,SDAH-DKAE LO,2441,SEALDAH,11:20:48,Sunday,DANKUNI JN.,21:51:11,Sunday
32250,DKAE-SDAH LO,2397,DANKUNI JN.,04:40:20,Tuesday,SEALDAH,11:58:44,Friday
32252,DKAE-SDAH LO,1521,DANKUNI JN.,05:30:25,Sunday,SEALDAH,08:28:38,Monday
32411,SDAH-BRPA LO,2868,SEALDAH,19:32:22,Monday,BARUI PARA,20:48:36,Friday
32412,BRPA - SDAH,1223,BARUI PARA,00:12:41,Wednesday,SEALDAH,17:10:17,Saturday
32413,SDAH-BRPA  L,2860,SEALDAH,10:50:08,Friday,BARUI PARA,14:20:08,Sunday
32414,BRPA-SDAH LO,1253,BARUI PARA,11:35:41,Sunday,SEALDAH,05:58:21,Friday
33061,CG - BT LOCA,276,CANNING,04:40:30,Friday,BARASAT JN.,21:18:15,Friday
33212,DDJ - SDAH L,1507,DUM DUM JN.,03:41:47,Saturday,SEALDAH,11:06:35,Friday
33231,DDJ- BP LOCA,818,DUM DUM JN.,23:00:30,Thursday,BARRACKPORE,07:29:12,Tuesday
33232,BP-DDJ LOCAL,317,BARRACKPORE,18:24:30,Wednesday,DUM DUM JN.,05:36:15,Sunday
33262,BT - DDJ LOC,2982,BARASAT JN.,00:47:47,Saturday,DUM DUM JN.,03:41:42,Sunday
33271,DDJ - GBG LO,1444,DUM DUM JN.,23:25:31,Friday,GOBARDANGA,21:12:45,Monday
33282,HNB-DDJ LOCA,1044,HASANABAD,08:57:06,Wednesday,DUM DUM JN.,17:18:07,Wednesday
33291,DDJ-DKAE LOC,1981,DUM DUM JN.,16:08:05,Sunday,DANKUNI JN.,20:58:02,Sunday
33311,BT-HNB LOCAL,609,BARASAT JN.,02:32:31,Sunday,HASANABAD,18:06:20,Monday
33312,HNB-BT LOCAL,327,HASANABAD,03:50:22,Monday,BARASAT JN.,13:04:32,Monday
33313,BT-HNB LOCAL,2577,BARASAT JN.,05:24:44,Monday,HASANABAD,18:17:39,Sunday
33314,HNB-BT LOCAL,1081,HASANABAD,13:36:44,Thursday,BARASAT JN.,21:41:51,Wednesday
33315,BT-HNB LOCAL,2150,BARASAT JN.,05:02:57,Tuesday,HASANABAD,03:07:51,Friday
33316,HNB-BT LOCAL,571,HASANABAD,16:55:53,Tuesday,BARASAT JN.,18:34:15,Tuesday
33317,BT - HNB LOC,171,BARASAT JN.,16:10:47,Sunday,HASANABAD,12:08:05,Sunday
33318,HNB-BT LOCAL,2187,HASANABAD,23:56:44,Sunday,BARASAT JN.,07:26:35,Sunday
33319,BT - HNB LOC,1094,BARASAT JN.,18:33:40,Thursday,HASANABAD,10:48:51,Thursday
33320,HNB BT LOCAL,1052,HASANABAD,01:03:20,Sunday,BARASAT JN.,00:00:24,Friday
33321,BT - HNB LOC,1178,BARASAT JN.,07:26:01,Monday,HASANABAD,07:30:48,Saturday
33323,BT-HNB LOCAL,1162,BARASAT JN.,03:05:55,Friday,HASANABAD,20:06:16,Tuesday
33325,BT HNB LOCAL,872,BARASAT JN.,11:13:19,Friday,HASANABAD,16:12:18,Tuesday
33351,BT - HB LOCA,1564,BARASAT JN.,05:49:56,Friday,HABRA,14:20:25,Monday
33357,BT-DTK LOCAL,609,BARASAT JN.,06:45:54,Sunday,DATTAPUKUR,12:01:00,Sunday
33361,BT-BNJ LOCAL,603,BARASAT JN.,12:00:43,Thursday,BANGAON JN.,13:13:04,Saturday
33362,BNJ- BT LOCA,2091,BANGAON JN.,23:27:53,Tuesday,BARASAT JN.,00:09:01,Saturday
33363,BT -BNJ LOCA,2803,BARASAT JN.,17:55:42,Saturday,BANGAON JN.,18:16:38,Sunday
33364,BNJ- BT LOCA,2103,BANGAON JN.,15:28:22,Sunday,BARASAT JN.,11:19:49,Sunday
33365,BT-BNJ LOCAL,514,BARASAT JN.,09:57:38,Monday,BANGAON JN.,09:27:21,Thursday
33366,BNJ-BT LOCAL,1792,BANGAON JN.,13:58:07,Friday,BARASAT JN.,06:59:14,Thursday
33367,BT-BNJ LOCAL,387,BARASAT JN.,16:02:05,Thursday,BANGAON JN.,10:33:08,Thursday
33382,GBG-BT LOCAL,2795,GOBARDANGA,11:41:35,Sunday,BARASAT JN.,22:29:19,Sunday
33401,SDAH-BT MATR,826,SEALDAH,14:44:57,Thursday,BARASAT JN.,14:03:12,Wednesday
33402,BT-SDAH MATR,1175,BARASAT JN.,06:30:54,Monday,SEALDAH,14:34:49,Tuesday
33411,SDAH-DDC LOC,2051,SEALDAH,23:36:49,Tuesday,DUMDUM CANTONMENT,19:53:36,Sunday
33412,DDC-SDAH LOC,752,DUMDUM CANTONMENT,02:37:54,Saturday,SEALDAH,18:01:33,Wednesday
33421,SDAH-MMG LOC,1196,SEALDAH,12:00:01,Saturday,MADHYAM GRAM,01:32:30,Friday
33422,MMG - SDAH L,1199,MADHYAM GRAM,17:08:39,Sunday,SEALDAH,16:40:22,Thursday
33431,SDAH - BT LO,770,SEALDAH,03:02:09,Sunday,BARASAT JN.,12:08:21,Monday
33432,BT-SDAH LOCA,2313,BARASAT JN.,05:37:57,Monday,SEALDAH,02:47:41,Saturday
33433,SDAH - BT LO,1187,SEALDAH,01:11:19,Thursday,BARASAT JN.,03:31:41,Sunday
33434,BT - SDAH LO,61,BARASAT JN.,11:51:30,Saturday,SEALDAH,02:47:38,Tuesday
33435,SDAH - BT LO,1988,SEALDAH,08:28:43,Sunday,BARASAT JN.,19:40:56,Thursday
33436,BT -SDAH LOC,2497,BARASAT JN.,00:01:17,Thursday,SEALDAH,08:51:28,Wednesday
33437,SDAH - BT LO,805,SEALDAH,18:12:58,Wednesday,BARASAT JN.,00:19:36,Monday
33438,BT -SDAH LOC,201,BARASAT JN.,16:41:46,Tuesday,SEALDAH,00:58:52,Tuesday
33439,SDAH - BT LO,2249,SEALDAH,23:29:56,Wednesday,BARASAT JN.,18:52:32,Sunday
33440,BT -SDAH LOC,2462,BARASAT JN.,06:37:54,Monday,SEALDAH,08:15:40,Monday
33441,SDAH-BT LOCA,1277,SEALDAH,09:13:44,Sunday,BARASAT JN.,15:05:35,Sunday
33443,SDAH - BT LO,2953,SEALDAH,02:20:58,Wednesday,BARASAT JN.,07:21:49,Monday
33445,SDAH - BT LO,52,SEALDAH,00:27:09,Sunday,BARASAT JN.,08:15:20,Friday
33447,SDAH - BT LO,2880,SEALDAH,15:37:21,Sunday,BARASAT JN.,08:38:44,Saturday
33511,SDAH-HNB LOC,27,SEALDAH,00:01:31,Thursday,HASANABAD,05:41:53,Monday
33512,HNB-SDAH LOC,173,HASANABAD,22:34:01,Tuesday,SEALDAH,00:09:36,Monday
33513,SDAH - HNB L,2843,SEALDAH,00:57:55,Wednesday,HASANABAD,12:23:02,Saturday
33514,HNB-SDAH LOC,1608,HASANABAD,07:40:00,Tuesday,SEALDAH,04:32:59,Monday
33515,SDAH - HNB L,811,SEALDAH,21:47:30,Thursday,HASANABAD,14:54:31,Monday
33516,HNB-SDAH LOC,1171,HASANABAD,11:26:05,Sunday,SEALDAH,03:55:46,Tuesday
33517,SDAH - HNB L,1299,SEALDAH,01:25:59,Friday,HASANABAD,16:50:05,Monday
33518,HNB-SDAH LOC,2287,HASANABAD,22:47:33,Friday,SEALDAH,23:54:22,Tuesday
33519,SDAH - HNB L,397,SEALDAH,05:04:05,Wednesday,HASANABAD,21:32:17,Thursday
33520,HNB-SDAH LOC,1642,HASANABAD,07:12:22,Thursday,SEALDAH,04:56:08,Friday
33521,SDAH - HNB L,1580,SEALDAH,03:02:33,Saturday,HASANABAD,01:18:14,Saturday
33522,HNB-SDAH LOC,104,HASANABAD,13:07:47,Sunday,SEALDAH,02:38:04,Wednesday
33523,SDAH - HNB L,208,SEALDAH,11:43:51,Thursday,HASANABAD,18:03:06,Sunday
33524,HNB-SDAH LOC,2490,HASANABAD,17:41:18,Sunday,SEALDAH,20:14:58,Wednesday
33525,SDAH - HNB L,1356,SEALDAH,20:05:39,Friday,HASANABAD,16:02:07,Thursday
33526,HNB-SDAH LOC,1541,HASANABAD,06:30:40,Thursday,SEALDAH,16:22:43,Saturday
33527,SDAH-HNB  LO,2001,SEALDAH,19:25:57,Tuesday,HASANABAD,15:42:55,Friday
33528,HNB-SDAH LOC,2608,HASANABAD,10:16:51,Sunday,SEALDAH,15:45:10,Tuesday
33529,SDAH-HNB LOC,1829,SEALDAH,09:24:55,Thursday,HASANABAD,01:43:00,Friday
33530,HNB-SDAH LOC,523,HASANABAD,03:21:24,Tuesday,SEALDAH,17:20:19,Saturday
33531,SDAH-HNB LOC,1027,SEALDAH,12:20:18,Monday,HASANABAD,18:41:27,Wednesday
33532,HNB-SDAH LOC,2864,HASANABAD,14:35:49,Thursday,SEALDAH,03:27:57,Wednesday
33533,SDAH-HB LOCA,96,SEALDAH,23:26:10,Friday,HASANABAD,08:42:20,Saturday
33534,HB-SDAH LOCA,401,HASANABAD,13:27:39,Sunday,SEALDAH,17:47:19,Tuesday
33536,HNB-SDAH LOC,2621,HASANABAD,14:08:54,Saturday,SEALDAH,01:35:28,Monday
33538,HNB-SDAH LOC,2009,HASANABAD,11:10:57,Friday,SEALDAH,06:39:05,Monday
33611,SDAH-DTK LOC,2191,SEALDAH,04:01:17,Saturday,DATTAPUKUR,03:55:06,Tuesday
33612,DTK-SDAH LOC,2619,DATTAPUKUR,16:16:57,Wednesday,SEALDAH,06:16:59,Tuesday
33613,SDAH-DTK LOC,2149,SEALDAH,04:17:10,Monday,DATTAPUKUR,02:49:15,Monday
33614,DTK-SDAH LOC,2311,DATTAPUKUR,10:11:11,Wednesday,SEALDAH,13:55:31,Sunday
33615,SDAH - DTK L,250,SEALDAH,19:25:21,Saturday,DATTAPUKUR,10:54:29,Saturday
33616,DTK - SDAH L,742,DATTAPUKUR,14:01:58,Monday,SEALDAH,17:41:17,Sunday
33617,SDAH - DTK L,592,SEALDAH,17:47:30,Saturday,DATTAPUKUR,08:37:56,Wednesday
33618,DTK-SDAH LOC,2833,DATTAPUKUR,02:55:12,Sunday,SEALDAH,15:07:00,Wednesday
33619,SDAH - DTK L,1296,SEALDAH,06:44:19,Sunday,DATTAPUKUR,06:38:11,Wednesday
33620,DTK-SDAH LOC,1164,DATTAPUKUR,13:19:25,Saturday,SEALDAH,00:04:59,Tuesday
33621,SDAH-DTK LOC,325,SEALDAH,15:51:06,Saturday,DATTAPUKUR,06:09:06,Tuesday
33622,DTK-SDAH LOC,41,DATTAPUKUR,09:04:49,Friday,SEALDAH,09:54:05,Thursday
33623,SDAH - DTK L,2741,SEALDAH,09:03:05,Tuesday,DATTAPUKUR,05:08:35,Friday
33624,DTK-SDAH LOC,2009,DATTAPUKUR,14:21:20,Friday,SEALDAH,06:13:20,Wednesday
33626,DTK-SDAH LOC,1360,DATTAPUKUR,15:02:32,Saturday,SEALDAH,03:43:20,Thursday
33628,DTK-SDAH LOC,1145,DATTAPUKUR,10:59:46,Thursday,SEALDAH,09:15:26,Wednesday
33630,DTK-SDAH LOC,1762,DATTAPUKUR,01:55:15,Thursday,SEALDAH,13:46:55,Thursday
33651,SDAH-HB LOCA,1519,SEALDAH,18:34:26,Thursday,HABRA,16:38:35,Monday
33652,HB - SDAH LO,1453,HABRA,23:16:17,Thursday,SEALDAH,17:44:35,Thursday
33653,SDAH-HB LOCA,312,SEALDAH,11:35:33,Saturday,HABRA,05:33:24,Wednesday
33654,HB - SDAH LO,2313,HABRA,08:11:48,Friday,SEALDAH,03:54:17,Friday
33655,SDAH-HB LOCA,1198,SEALDAH,22:26:19,Friday,HABRA,07:39:40,Monday
33656,HB - SDAH LO,1609,HABRA,05:02:30,Thursday,SEALDAH,22:46:13,Monday
33657,SDAH-HB LOCA,1884,SEALDAH,22:51:33,Saturday,HABRA,05:38:32,Saturday
33658,HB - SDAH LO,2303,HABRA,15:08:08,Sunday,SEALDAH,14:49:58,Tuesday
33659,SDAH-HB LOCA,2781,SEALDAH,18:25:05,Monday,HABRA,06:23:11,Monday
33660,HB - SDAH LO,1844,HABRA,12:03:47,Wednesday,SEALDAH,15:59:01,Sunday
33664,HB - SDAH LO,1463,HABRA,22:26:12,Friday,SEALDAH,22:29:49,Saturday
33666,HB - SDAH LO,2704,HABRA,09:34:24,Thursday,SEALDAH,07:39:54,Wednesday
33681,SDAH - GBG,1382,SEALDAH,06:31:17,Thursday,GOBARDANGA,18:32:33,Sunday
33682,GBG - SDAH L,288,GOBARDANGA,07:23:30,Tuesday,SEALDAH,10:12:24,Saturday
33685,SDAH - GBG,1350,SEALDAH,15:31:30,Tuesday,GOBARDANGA,05:09:14,Wednesday
33686,GBG - SDAH L,603,GOBARDANGA,19:26:20,Thursday,SEALDAH,23:56:30,Monday
33687,SDAH-GBG LOC,744,SEALDAH,02:38:42,Wednesday,GOBARDANGA,09:16:25,Thursday
33688,GBG - SDAH L,1179,GOBARDANGA,14:09:43,Monday,SEALDAH,21:30:08,Sunday
33711,RHA - BNJ LO,1128,RANAGHAT JN.,19:39:24,Tuesday,BANGAON JN.,05:15:11,Friday
33712,BNJ - RHA LO,2602,BANGAON JN.,01:09:35,Saturday,RANAGHAT JN.,07:22:40,Thursday
33713,RHA - BNJ LO,682,RANAGHAT JN.,13:43:43,Saturday,BANGAON JN.,10:16:12,Tuesday
33714,BNJ - RHA LO,2939,BANGAON JN.,01:38:24,Monday,RANAGHAT JN.,21:57:34,Monday
33715,RHA - BNJ LO,2651,RANAGHAT JN.,10:57:33,Sunday,BANGAON JN.,16:11:14,Saturday
33716,BNJ - RHA LO,439,BANGAON JN.,06:32:07,Monday,RANAGHAT JN.,18:51:38,Sunday
33717,RHA - BNJ LO,891,RANAGHAT JN.,06:09:48,Friday,BANGAON JN.,14:26:26,Friday
33718,BNJ - RHA LO,1930,BANGAON JN.,13:42:53,Tuesday,RANAGHAT JN.,09:36:33,Friday
33719,RHA - BNJ LO,546,RANAGHAT JN.,08:21:52,Thursday,BANGAON JN.,21:02:22,Tuesday
33720,BNJ - RHA LO,55,BANGAON JN.,19:25:53,Sunday,RANAGHAT JN.,19:35:52,Saturday
33721,RHA - BNJ LO,90,RANAGHAT JN.,23:07:09,Sunday,BANGAON JN.,18:00:33,Thursday
33722,BNJ - RHA LO,1355,BANGAON JN.,08:05:39,Friday,RANAGHAT JN.,13:30:32,Sunday
33723,RHA - BNJ LO,2533,RANAGHAT JN.,22:49:13,Saturday,BANGAON JN.,08:33:07,Friday
33724,BNJ - RHA LO,2303,BANGAON JN.,12:09:59,Thursday,RANAGHAT JN.,10:46:42,Monday
33725,RHA - BNJ LO,2434,RANAGHAT JN.,16:24:33,Thursday,BANGAON JN.,03:18:46,Thursday
33726,BNJ - RHA LO,1611,BANGAON JN.,04:22:35,Sunday,RANAGHAT JN.,10:51:35,Monday
33727,RHA - BNJ LO,576,RANAGHAT JN.,01:52:53,Friday,BANGAON JN.,14:07:49,Thursday
33728,BNJ - RHA LO,951,BANGAON JN.,05:44:24,Sunday,RANAGHAT JN.,04:18:35,Thursday
33729,RHA - BNJ LO,541,RANAGHAT JN.,01:13:32,Friday,BANGAON JN.,07:43:31,Monday
33730,BNJ - RHA LO,1136,BANGAON JN.,19:48:33,Saturday,RANAGHAT JN.,00:36:35,Friday
33731,RHA - BNJ LO,2415,RANAGHAT JN.,04:09:03,Wednesday,BANGAON JN.,07:24:39,Friday
33732,BNJ - RHA LO,2410,BANGAON JN.,11:04:14,Saturday,RANAGHAT JN.,02:09:43,Tuesday
33733,RHA - BNJ LO,1941,RANAGHAT JN.,01:32:24,Friday,BANGAON JN.,15:01:46,Thursday
33734,BNJ - RHA LO,2919,BANGAON JN.,06:57:01,Thursday,RANAGHAT JN.,14:20:07,Saturday
33735,RHA - BNJ LO,761,RANAGHAT JN.,18:52:48,Wednesday,BANGAON JN.,23:11:57,Thursday
33736,BNJ - RHA LO,2985,BANGAON JN.,08:11:23,Wednesday,RANAGHAT JN.,01:33:23,Saturday
33737,RHA-BNJ LOCA,2224,RANAGHAT JN.,10:10:32,Sunday,BANGAON JN.,11:12:30,Saturday
33738,BNJ-RHA LOCA,2927,BANGAON JN.,05:35:37,Thursday,RANAGHAT JN.,18:16:34,Monday
33739,RHA-BNJ  LOC,1482,RANAGHAT JN.,07:36:51,Monday,BANGAON JN.,14:36:14,Friday
33751,STB-BNJ LOCA,1769,SHANTIPUR JN.,10:51:30,Friday,BANGAON JN.,03:41:55,Monday
33752,BNJ-STB LOCA,2995,BANGAON JN.,08:30:35,Thursday,SHANTIPUR JN.,07:01:39,Saturday
